"x","ale","Scenario","Feature","Model"
-0.448378045647911,-1.30112163558484,"Sigmoid","X4","bart"
-0.290045819333205,-0.386141968799465,"Sigmoid","X4","bart"
-0.194574019029829,0.267889848505045,"Sigmoid","X4","bart"
-0.0714792066757858,0.769227910714657,"Sigmoid","X4","bart"
0.0712437259498663,1.15330347952188,"Sigmoid","X4","bart"
0.186637612319446,1.28539532625327,"Sigmoid","X4","bart"
0.311961398102608,1.46919754748935,"Sigmoid","X4","bart"
0.417277528410498,1.6429156552011,"Sigmoid","X4","bart"
0.55162584358779,1.83994797910144,"Sigmoid","X4","bart"
0.718676769883294,2.17685542577284,"Sigmoid","X4","bart"
0.900439460457772,2.50577300432924,"Sigmoid","X4","bart"
1.1193828381021,2.75807873866463,"Sigmoid","X4","bart"
1.50096821059695,2.91873998834985,"Sigmoid","X4","bart"
2.29372909588597,2.9670288623715,"Sigmoid","X4","bart"
-2.44997902668468,-8.48595501189883,"Sigmoid","X4","oracle"
-1.57888020996883,-6.0163611209624,"Sigmoid","X4","oracle"
-1.30823571093556,-5.32785258517565,"Sigmoid","X4","oracle"
-1.02791275176721,-4.23615604955289,"Sigmoid","X4","oracle"
-0.807322836710381,-3.41374415258395,"Sigmoid","X4","oracle"
-0.623614878222752,-2.70402197694727,"Sigmoid","X4","oracle"
-0.448378045647911,-1.25435660231602,"Sigmoid","X4","oracle"
-0.290045819333205,-0.127806707381422,"Sigmoid","X4","oracle"
-0.194574019029829,0.0843256579979963,"Sigmoid","X4","oracle"
-0.0714792066757858,0.414154390566341,"Sigmoid","X4","oracle"
0.0712437259498663,0.89974712174948,"Sigmoid","X4","oracle"
0.186637612319446,1.39370320292027,"Sigmoid","X4","oracle"
0.311961398102608,1.84685661570061,"Sigmoid","X4","oracle"
0.417277528410498,2.28090669368252,"Sigmoid","X4","oracle"
0.55162584358779,2.82910589807398,"Sigmoid","X4","oracle"
0.718676769883294,3.3880050107853,"Sigmoid","X4","oracle"
0.900439460457772,3.64358298835,"Sigmoid","X4","oracle"
