"Scenario","Iteration","N_train","ISE_raw_mean","ISE_raw_expected","ISE_adjusted_mean","ISE_adjusted_expected","Mu_mean","Sigma_mean"
"arctangent",6,200,1883.51685955584,1883.53265265305,28011.1241845558,28389.4540296779,0.105881769274585,0.262744927111609
"arctangent",7,200,1523.06236849646,1523.07883714364,16923.940610322,17146.5803953134,-0.00572104318217795,0.303926668521125
"arctangent",8,200,2639.29367701992,2639.30761390805,28507.0360033154,28842.4232087206,0.106369723600901,0.307722457032896
"arctangent",9,200,1870.99857761065,1871.01376203545,24002.4650310108,24280.6353443634,0.195739240469364,0.282392677927515
"arctangent",10,200,1805.39107967098,1805.40635373377,23391.6414643175,23728.1492290035,0.114348149166623,0.281661133124736
"arctangent",11,200,1461.58293017572,1461.59724211353,13940.9986489751,14082.415137608,0.15269698190292,0.327063350762182
"arctangent",12,200,2041.26820737735,2041.28384532506,21594.4086244122,21789.7565289927,0.147160078820304,0.31020598238197
"arctangent",13,200,1711.42226279202,1711.4369071877,17713.4852375099,17907.6524403633,0.0327812682034105,0.314184625034846
"arctangent",14,200,1704.55599073021,1704.57114249862,14208.5690356763,14368.2737933103,0.143269558372824,0.350140841887802
"arctangent",15,200,2743.40603422678,2743.42305901011,43334.1491718027,43873.2900033677,-0.01817441879036,0.254763068896517
"arctangent",16,200,1948.97065827955,1948.98611943566,22505.8639236634,22772.9795952087,0.012694066295673,0.297737698201278
"arctangent",17,200,1904.26724109141,1904.28420835726,19113.8276753948,19302.0037933331,0.136804432922286,0.318716644076967
"arctangent",18,200,2708.3386773641,2708.3561336516,26981.7471109166,27353.3686830734,-0.015326742745512,0.321037943083565
"arctangent",19,200,1279.36759886395,1279.38389979546,12103.4716563801,12234.0061622035,0.0607018974935538,0.328594299342552
"arctangent",20,200,2257.05005489563,2257.0665261475,26413.4009065709,26757.1580003002,0.0378751666393653,0.296109396426379
"arctangent",21,200,1516.43175838425,1516.44776265405,15202.5798243183,15405.8684794508,0.0113004607161946,0.319958732179946
"arctangent",22,200,2119.93804269018,2119.95367596146,21273.5390027618,21509.8024933681,0.120120605306037,0.319235968153495
"arctangent",23,200,1598.80609688586,1598.82131209174,15258.778502328,15410.1684618237,0.0722789515318111,0.32683601206674
"arctangent",24,200,2499.67520456565,2499.6902502239,32512.4583036225,32907.3457887041,0.0888665640267477,0.280635750279658
"arctangent",25,200,1957.58143434552,1957.59718826545,21300.1470054199,21568.3597855581,0.174681134665738,0.30687994340037
"arctangent",26,200,2012.95704865197,2012.97492104083,21168.5692838139,21383.5292275903,0.0109505408330267,0.311499907837552
"arctangent",27,200,2009.00682641958,2009.02338201031,24194.9233915147,24443.600792063,0.081183387358395,0.291105849106362
"arctangent",28,200,1652.81712164252,1652.83166275732,18438.5662485509,18616.0217445318,0.124875241844102,0.302266951967856
"arctangent",29,200,1949.82101179165,1949.83596024858,26569.0862617471,26846.2121058433,0.0745667864455658,0.273704025832632
"arctangent",30,200,2266.05656189099,2266.07244219611,23233.8268976758,23468.6412410539,0.155706992255764,0.315584634995373
"arctangent",31,200,1575.33781894832,1575.35392042803,14863.8370274662,15031.386781192,0.0379260616199168,0.329250091541431
"arctangent",32,200,1742.09572873597,1742.11239296815,24890.38698424,25147.5510373214,0.0337463273192927,0.267258143989463
